"sa100662.pdf" "sa15145.pdf" "sa16564.pdf" "sa17261.pdf" "sa17581.pdf" "sa17862.pdf" "sa18881.pdf" "sa18884.pdf" "sa19033.pdf" "sa19068.pdf" "sa19228.pdf" "sa19515.pdf" "sa20582.pdf" "sa20674.pdf" "sa20821.pdf" "sa20947.pdf" "sa23082.pdf" "sa23179.pdf" "sa24558.pdf" "sa24889.pdf" "sa25115.pdf" "sa25124.pdf" "sa25137.pdf" "sa25435.pdf" "sa25739.pdf" "sa25740.pdf" "sa25779.pdf" "sa26377.pdf" "sa26413.pdf" "sa27517.pdf" "sa28092.pdf" "sa28156.pdf" "sa28192.pdf" "sa28435.pdf" "sa28438.pdf" "sa28665.pdf" "sa28845.pdf" "sa28969.pdf" "sa29001.pdf" "sa29028.pdf" "sa29119.pdf" "sa29606.pdf" "sa29706.pdf" "sa29729.pdf" "sa297291.pdf" "sa29775.pdf" "sa29826.pdf" "sa29874.pdf" "sa30296.pdf" "sa30317.pdf" "sa303171.pdf" "sa30705.pdf" "sa30791.pdf" "sa31219.pdf" "sa31229.pdf" "sa31230.pdf" "sa31346.pdf" "sa31687.pdf" "sa31729.pdf" "sa31851.pdf" "sa32021.pdf" "sa32037.pdf" "sa32309.pdf" "sa32829.pdf" "sa32866.pdf" "sa33077.pdf" "sa33092.pdf" "sa33099.pdf" "sa33151.pdf" "sa33221.pdf" "sa33222.pdf" "sa33324.pdf" "sa33364.pdf" "sa33386.pdf" "sa33420.pdf" "sa33438.pdf" "sa33473.pdf" "sa33641.pdf" "sa33656.pdf" "sa33671.pdf" "sa33807.pdf" "sa33869.pdf" "sa34031.pdf" "sa34166.pdf" "sa34188.pdf" "sa34199.pdf" "sa34290.pdf" "sa34665.pdf" "sa34708.pdf" "sa34732.pdf" "sa34809.pdf" "sa34845.pdf" "sa34932.pdf" "sa35000.pdf" "sa35027.pdf" "sa35028.pdf" "sa35029.pdf" "sa35060.pdf" "sa35233.pdf" "sa35562.pdf" "sa35834.pdf" "sa35913.pdf" "sa35949.pdf" "sa36132.pdf" "sa36234.pdf" "sa36601.pdf" "sa36703.pdf" "sa36918.pdf" "sa37558.pdf" "sa37682.pdf" "sa37685.pdf" "sa37812.pdf" "sa37860.pdf" "sa37864.pdf" "sa38025.pdf" "sa38348.pdf" "sa38626.pdf" "sa38690.pdf" "sa39089.pdf" "sa39090.pdf" "sa39518.pdf" "sa40720.pdf" "sa41065.pdf" "sa41175.pdf" "sa41416.pdf" "sa43404.pdf" "sa43484.pdf" "sa46203.pdf" "sa46372.pdf" "sa46613.pdf" "sa46731.pdf" "sa46805.pdf" "sa48325.pdf" "sa48418.pdf" "sa49445.pdf" "sa49614.pdf" "sa49935.pdf" "sa50844.pdf" "sa52224.pdf" "sa52732.pdf" "sa54668.pdf" "sa54684.pdf" "sa55578.pdf" "sa56426.pdf" "sa56599.pdf" "sa57216.pdf" "sa57357.pdf" "sa57495.pdf" "sa57496.pdf" "sa57497.pdf" "sa58074.pdf" "sa58099.pdf" "sa58261.pdf" "sa59574.pdf" "sa62696.pdf" "sa63172.pdf" "tdm.tfidf.median.rw"
"flughafen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00318453228069636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000824249392633674 0 0 0 0 0 0 0.00298655821293174 0 0 0 0 0 0 0.00248669318273108 0 0 0 0 0 0 0.00262969790250475 0.00283435070070244 0 0 0 0 0 0.00173758801664342 0 0 0 0.00210080511353749 0 0.00146510402898538 0
"fmi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.080642951126715 0 0 0 0 0
"focus" 0 0 0 0.0013962667286628 0.000800932129915581 0.000902904149679208 0 0 0 0 0.000975199347042557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00098722823766687 0 0 0 0 0 0 0 0.00081609908940415 0.000891411336318136 0 0 0 0 0.000996003599779464 0 0 0 0 0 0 0 0 0.00117391728627752 0 0 0 0.0010531053099172 0 0.00145425574270201 0 0 0 0.00249833678874448 0.00100268818769745 0 0 0 0.000413851911265705 0 0 0.000499110935301513 0 0.000430466404053745 0.000891766056308713 0.00078165612120816 0 0 0 0 0 0 0 0 0 0 0.000534591626790027 0 0 0 0.000517792998961136 0 0 0 0 0 0 0 0 0 0.000701630588448276 0.00139888146036442 0 0 0 0.000544992242097226 0 0 0.00121992819787904 0 0 0 0.00165632527679512 0 0 0 0 0 0 0 0 0 0 0 0 0.000977752224914396 0.00162627583418272 0 0 0 0 0 0 0.00067704172190447 0.00206449387333376 0 0.000721045077060423 0.000437525985846114 0 0 0 0 0.00509320022614499 0 0 0 0 0 0 0 0 0 0 0.000398897846120291 0
"focuss" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00450406000360697 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00309829845441628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000969050004680767 0.0014052871245682 0 0 0 0 0 0 0 0 0.00104780961029658 0 0 0 0 0 0 0
"fold" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00323795654171656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"follow" 0 0.000250965673377881 0.000196899113518337 0.000106828503459046 0.000122558790601693 0.000103621926703325 8.84725222145346e-05 3.23753300701979e-05 0.000262170868580685 0.000240524696665807 0.000149225194126865 0.000120722011301788 5.74597010897346e-05 9.16570285380086e-05 0.000272281814056801 0.000196402918730548 8.03466485715877e-05 0.000122646457833883 0.000515410064283872 0.000327109217268874 0.000361424426753305 0.000220858413119495 0.000301108438625784 0.000224189001113713 0.000303110927610668 0.000241152950846369 0.000332802306001103 0.00039582858342078 0.000354744306314003 0.000231702362232119 0.000250672146274515 0.000178976772496626 0.000188832321642916 0.000305571828211072 0.000137387618631224 0.000253788851467981 0.00025014969494839 0.000257601784933546 0.000358869240108352 0.000327525784244065 0.000218539372972028 0.000204605904596382 0.000280032253001021 0.000218420061212443 0.000218420061212443 0.000321085670508929 0.000190510831168631 0.000270916034491909 0.000309334597000613 0.000298116799891301 0.000237150412243109 0.000107972133533859 0.00049612195616831 0.000199603897615562 0.000194068758406076 0.000269449577870772 0.000172726408379887 0.000299057700090293 0.000187490156426209 0.000201432974684878 0.000264598376623099 0.000500693618580763 0.000108863332096361 0.000155589608032457 0.000153089060760507 0.000191147991139095 0.000345220969231748 0.000391460611990338 0.000254769313598467 0.000225604931647063 0.000332470425585146 0.000134636629801153 0.000125611537034262 0.000343683236629379 0.000240814252881697 0.000312882751919285 0.000289973708404303 0.000239218343985725 0.000243236681528172 0.00016816373877184 0.000206143370065246 0.000245644338183049 0.000204675688329191 0 0.000293260686519558 0.000246744120957133 0.000445349994939657 0.00042864937012942 0.000449918232006071 0.000300938566128597 0.000350776898632913 0 0.000415972124432432 0.000178976772496626 0.000328466950290743 0.000328466950290743 0.000328466950290743 0.000187729651151571 0 0.000151644824338238 0.000290750541754452 0.000175675971364516 0.000483136422187199 5.35142784181548e-05 0.000435177025512102 0.000365252050018982 0 0.000208487047728317 0.000283326490859435 0 0.000186673650573509 0 0.000245644338183049 0 0.000316814020790407 0.000290118017008068 0.000357307060402406 0.000327838906408734 0.000152544259832534 0.000152544259832534 0.000159423289680863 0.000154530115408163 0.000230908083811147 0.000270228129317207 0.000218142173093853 0.00476277077921578 0.000325042176401456 0.000187019794995384 0.000279959675701363 0.000489485414503416 0.000288652774497926 0.000321085670508929 0.000270498130077463 0.00027018554688271 0.000402487671483024 0.000207202112449267 0.000315909254816708 0.000256599443357929 0.000137918072757214 0.000150638201138804 0.000194178650115253 0.000214503437929651 0.000273897361105061 0.000354255677792909 0 0.000180949546489905 0.000267071258647614 0.000213081708432189 0.000306961185770429 0.000144783405574641 8.58156897155996e-05 0.000277742572438069 0.00021025107057237 0.000306334414589683 0.000236822856425094 0.000137338708834631 0.000240814252881697
"fondarella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00109456163143964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fondi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00339962772695392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"food" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00454769177207381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"foot" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00142907065885882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"footnot" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000745714261414496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0101710535327354 0 0.00309829845441628 0 0 0 0 0 0 0.00270194563090631 0 0 0 0 0 0 0 0 0 0 0.00049704327297966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"footprint" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00406303614977982 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00111817177680288 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00285421576113614 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"footway" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000729561608137618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"för" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0054488682668683 0 0 0 0 0 0 0 0 0 0 0 0 0.00342985218615331 0 0 0 0 0 0 0 0.0139089532075322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0108307422517669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"foral" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00153247838007199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forc" 0.00818972202069668 0.00105008730827434 0.000823862711314917 0.000558738044402671 0 0 0 0 0 0 0 0 0 0 0 0.00102723317441728 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00142063296834263 0 0 0 0.000538927019991759 0 0 0.000653149716872751 0 0 0 0 0.000746379160438025 0 0.00125951483323917 0 0 0 0 0 0 0 0 0 0.000521380558875748 0 0 0 0 0 0 0 0 0.000401241414436817 0 0 0 0.000331218674521251 0 0 0.000399454147557366 0 0.000344515774593272 0.000356854182756183 0 0.000462612618656841 0 0 0 0 0 0 0 0 0 0.000427850458619412 0 0 0 0.000414405989494587 0.00124812047497048 0 0 0 0 0 0 0 0 0.000561536982633868 0 0.000606954017777521 0 0.00307114575776126 0 0 0 0.00585808096635571 0 0 0.00332138726394921 0.00397682732268863 0.0030347700888876 0 0.00205760893598383 0 0 0.0008338210704475 0 0 0.00282671256506316 0.00304249215018248 0 0.00170004656164225 0.00078252579517128 0 0 0 0.0010334480682988 0 0.00113050685315637 0 0 0.00165227924692084 0 0 0.000700331558974062 0.00101559972963339 0 0.000573018888988043 0.000617613334205432 0 0 0 0 0.000458708215481477 0.000378625527239302 0 0.000484219525521753 0 0.000457771598400351 0.00495455558710656 0 0
"fördergrundsätz" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00396180410895824 0 0 0 0 0 0 0 0.00174740122848547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"förderrichtlini" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00142237450583019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"förderung" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00201822229203138 0 0 0.00553970503021932 0 0 0 0 0 0 0 0 0 0 0 0.0019593329379496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00327100885048093 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00179749128800807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001330815322237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forecast" 0 0 0.00169978857057469 0 0.00132253027810618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00172675675134909 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00271094484845501 0 0 0 0 0 0.000954459561037166 0.00290344426688199 0 0 0 0 0 0.00118338334446469 0 0 0 0 0 0 0 0.00772534387920896 0 0 0 0 0 0.0109093152067839 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00172033459699725 0.00148225103871063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00104768961442273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"foreclos" 0 0 0 0.00177583791842402 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0103795333542263 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00139579816800712 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"foreclosur" 0 0 0 0 0.00260378921331746 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forefront" 0 0.00367997787989593 0 0 0.00224639107178779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forego" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00218482278207626 0 0.00233587766380298 0 0 0 0.00116969689336446 0 0 0 0 0.000896962642737735 0 0 0 0 0 0.000923249864742722 0.00186795345230398 0.00138022848340756 0 0.000350241272306997 0 0 0 0 0 0.00296968905538264 0.00296968905538264 0 0 0 0 0 0 0.00293602759253825 0.00269815498666131 0 0 0 0 0.000677676136184702 0 0.00109549149834369 0 0 0 0.00423086371774115 0 0.00259889175972728 0 0 0 0 0.000430508939699977 0 0 0 0 0.00044779214530837 0.000463829269493707 0 0 0 0 0 0 0 0.00265815953075869 0 0 0 0.000556108279693553 0 0.00190769714277854 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000566927506924945 0.000642028617040863 0 0 0 0 0 0 0 0 0 0 0 0 0.000233447417231662 0.00114162875047766 0 0 0 0 0.00203421108942005 0 0 0 0 0 0 0 0 0.00107379360132445 0 0 0 0 0 0 0 0 0 0 0.00193140506087438 0 0.000492127065331512 0 0 0.00142931079612224 0 0 0 0
"foregon" 0 0 0 0 0 0.00293529501162863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"foreign" 0 0.00154657261656178 0.00121338816218995 0.000822911535541285 0.000944083641560945 0.00106428123653808 0 0.000997562699806467 0.00269270747103723 0.00105873588340181 0.00114949783685271 0.00106278255042749 0 0.000941392027472389 0 0 0 0.00188951790349608 0.00529367941700907 0.00167983849226552 0 0 0 0 0 0 0 0 0.00364351176425865 0 0 0 0 0 0 0 0 0 0.00245725212008142 0 0.00192392281798072 0.00210146859911498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00193519855610808 0 0 0 0 0 0.00136267527938485 0.00103630679838663 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00385627157531025 0 0 0 0 0 0 0 0 0 0.000642399326139962 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000264524937821703 0.000646803631020452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"foremost" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00187913392284298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"foresaw" 0 0 0.0026184840230322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00571186344503115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00237617328809549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forese" 0 0 0 0 0 0 0.000847030974761364 0.00123983839054949 0 0.0006579342801954 0 0.000330224507963694 0 0 0 0 0 0 0 0 0 0 0 0.000858549178393056 0.00193464470134063 0 0 0.00378964069816281 0 0 0 0.000856756800150064 0 0.00260046895697033 0 0.000971904102479292 0.00205278786463634 0.000246626506773967 0 0.00156785676130614 0 0.000652961825412698 0.00153200749331547 0 0 0 0.000729576012927788 0.000576385543921181 0.000846157746952332 0 0 0 0 0 0.000929001714254399 0 0 0.000477193613106838 0 0.000771403209157671 0.0101330001795526 0 0.0020845028940794 0 0.000977110731599717 0.00183004016620683 0 0 0 0 0 0 0.00120259782350734 0 0 0 0 0.0011451315166289 0 0.000321998044152123 0.0019736050845657 0 0 0 0 0.00262479377852178 0 0 0 0.001440584492398 0 0 0 0.000571171200100043 0 0 0 0 0 0.000967892705829908 0.000795322688511397 0 0 0.00204937082283087 0 0.00099911505117926 0 0 0 0 0 0 0 0 0 0.00555514730655676 0 0 0.000973633469209682 0.000973633469209682 0 0.000328769483093836 0.000401945648650226 0 0 0 0 0 0 0 0 0 0.00103589358167071 0.00206939304013555 0 0.000495935356219796 0.000756124380049527 0 0 0.000320489267685967 0.000464763881395109 0 0 0 0 0 0 0 0 0.000693074109811072 0.00164318921830583 0 0 0 0 0.000292194024401482 0
